NAME,Density (g/cm3),Pore limiting diameter (A),Largest cavity diameter (A),Volum. Surface area (m2/cm3),Grav. Surface area (m2/g),Helium void fraction (-),Pore volume (cm3/g),Porosity,Mixture,MF Methane,MF Ethane,MF Ethylene,MF Propane,MF Propylene,MF CO2,MF CO,MF N2,Total grav. Uptake (mol/kg),Total volum. uptake (cm3/cm3),Grav. Uptake Methane (mol/kg),Grav. Uptake Ethane (mol/kg),Grav. Uptake Ethylene (mol/kg),Grav. Uptake Propane (mol/kg),Grav. Uptake Propylene (mol/kg),Grav. Uptake CO2 (mol/kg),Grav. Uptake CO (mol/kg),Grav. Uptake N2 (mol/kg),Volum. Uptake Methane (cm3/cm3),Volum. Uptake Ethane (cm3/cm3),Volum. Uptake Ethylene (cm3/cm3),Volum. Uptake Propane (cm3/cm3),Volum. Uptake Propylene (cm3/cm3),Volum. Uptake CO2 (cm3/cm3),Volum. Uptake CO (cm3/cm3),Volum. Uptake N2 (cm3/cm3),Selectivity Methane/Mixture,Selectivity Ethane/Ethylene,Selectivity Propane/Propylene,Adsorbed MF Methane,Adsorbed MF Ethane,Adsorbed MF Ethylene,Adsorbed MF Propane,Adsorbed MF Propylene,Adsorbed MF CO2,Adsorbed MF CO,Adsorbed MF N2,Qst Methane (kJ/mol),Qst Ethane (kJ/mol),Qst Ethylene (kJ/mol),Qst Propane (kJ/mol),Qst Propylene (kJ/mol),Qst CO2 (kJ/mol),Qst CO (kJ/mol),Qst N2 (kJ/mol),MOF Density (g/cm3),Pore Limiting Diameter (A),Largest Cavity Diameter (A),Volum. Surface Area (m2/cm3),Grav. Surface Area (m2/g),Helium Void Fraction (-),Pore Volume (cm3/g),QST Methane (kJ/mol),QST Ethane (kJ/mol),QST Ethylene (kJ/mol),QST Propane (kJ/mol),QST Propylene (kJ/mol),QST CO2 (kJ/mol),QST CO (kJ/mol),QST N2 (kJ/mol),URL
SUNHUF,1.266,3.85,6.41,1415.718088,1118.690212,0.462009,0.3649,3D,1,85,6,2.5,0.1,0.3,4,2,0.1,5.5497,157.4176,1.216360931,1.05742203,0.256242942,0.111906042,0.260063318,2.63958081,0.007818012,0.000280443,34.50232028,29.99398668,7.268382141,3.17423718,7.376747848,74.87223584,0.221759463,0.007954823,0.049535286,1.719432771,1.290909183,21.9,19,4.6,2,4.6,47.5,0.1,0,18.35369899,27.93395211,25.43807268,36.33278606,34.40790314,44.91219995,15.61018671,15.56562933,[1.2-1.3),[3.8-4.0),[6.0-6.5),[1400-1600),[1000-1250),[0.45-0.5),[0.35-0.4),[18-19),[27-28),[24-26),[36-38),[34-36),[40-45),[14-16),[15-16),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=SUNHUF
SUNJER,1.433,3.87,4.89,1655.492092,1155.287993,0.435988,0.3042,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,5.1628,165.8201,1.169417524,1.113721572,0.272964984,0.074559448,0.230423386,2.294196916,0.007218152,0.00025268,37.55997946,35.771107,8.76723581,2.394740366,7.400861937,73.68624747,0.231836486,0.008115696,0.05167803,1.700037303,0.970727621,22.6,21.5,5.2,1.4,4.4,44.4,0.1,0,20.50139765,31.01820998,28.32047302,40.21043496,38.49738959,39.11430043,18.03644083,18.17264395,[1.4-1.5),[3.8-4.0),[4.75-5.0),[1600-1800),[1000-1250),[0.4-0.45),[0.3-0.35),[20-21),[30-32),[28-30),[40-41),[38-40),[36-40),[18-19),[18-19),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=SUNJER
SUNJIV,1.361,3.92,4.96,1706.289708,1253.857597,0.429729,0.3157,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,5.8663,178.9325,0.354176677,0.194332524,0.053528798,0.007329515,0.029853671,5.22423921,0.002742394,0.00011691,10.80297603,5.927464275,1.632717111,0.223562371,0.910586466,159.3479599,0.083647571,0.003565941,0.011338923,1.512678937,0.73654412,6,3.3,0.9,0.1,0.5,89,0,0,19.231442,29.01668291,26.5308817,37.26698372,35.90555461,64.88722059,18.47223741,25.07808022,[1.3-1.4),[3.8-4.0),[4.75-5.0),[1600-1800),[1250-1500),[0.4-0.45),[0.3-0.35),[19-20),[29-30),[26-27),[36-38),[34-36),[60-70),[18-19),[22-26),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=SUNJIV
SUNJOB01,1.374,3.93,4.97,1703.45358,1240.084326,0.430638,0.3134,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,5.874,180.8558,0.431924049,0.287552812,0.075644244,0.013419176,0.048145968,5.013995256,0.003202314,0.000123876,13.29858301,8.853512432,2.329023478,0.4131653,1.482374409,154.3767527,0.09859658,0.003814047,0.014006012,1.583909972,0.836155762,7.3,4.8,1.2,0.2,0.8,85.3,0,0,19.28021535,29.06825796,26.55973913,37.30046409,35.93183721,60.03607134,18.12181056,23.62344864,[1.3-1.4),[3.8-4.0),[4.75-5.0),[1600-1800),[1000-1250),[0.4-0.45),[0.3-0.35),[19-20),[29-30),[26-27),[36-38),[34-36),[60-70),[18-19),[22-26),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=SUNJOB01
SUNJOB,1.375,4.02,4.97,1703.410713,1238.763899,0.431604,0.3138,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,5.8087,179.0322,0.42121033,0.277224686,0.072613555,0.012222307,0.044991854,4.977202659,0.003138799,0.000128831,12.98221345,8.544401188,2.238037862,0.376706315,1.386703526,153.403425,0.096741592,0.003970737,0.013796923,1.590753769,0.814967964,7.2,4.7,1.2,0.2,0.7,85.6,0,0,19.27169822,29.10006336,26.58467788,37.32437568,35.97055056,61.3100004,18.19321471,23.44822281,[1.3-1.4),[4.0-4.25),[4.75-5.0),[1600-1800),[1000-1250),[0.4-0.45),[0.3-0.35),[19-20),[29-30),[26-27),[36-38),[34-36),[60-70),[18-19),[22-26),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=SUNJOB
SUTBIT,0.856,7.73,8.22,1661.58166,1941.089324,0.570861,0.6668,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,6.6402,127.402,2.385354328,2.197826243,0.492892646,0.293805882,0.594582681,0.65420369,0.020782207,0.000752236,45.76652795,42.16852609,9.456869694,5.637097585,11.40794245,12.55185912,0.398737179,0.014432756,0.098933057,1.857931829,1.482413926,35.9,33,7.4,4.4,8.9,9.8,0.3,0,15.36814858,23.03673297,21.11756522,29.76031134,28.46334141,21.83128539,13.25746358,12.32803673,[0.8-1.0),[7.0-8.0),[8.0-10.0),[1600-1800),[1750-2000),[0.55-0.6),[0.6-0.7),[14-16),[20-24),[20-24),[25-30),[25-30),[20-24),[10-14),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=SUTBIT
TACPAP,1.706,5.21,5.62,562.472302,329.779502,0.186692,0.1094,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.1297,43.1862,0.167418063,0.422832083,0.063888494,0.186885607,0.243374906,0.044179482,0.001050352,3.36E-05,6.400275896,16.16457588,2.442412591,7.144506507,9.304053035,1.688950817,0.040154239,0.001284795,0.030703593,2.7576176,2.303675553,14.8,37.4,5.6,16.5,21.5,3.9,0,0,20.42620334,31.83528367,28.49384612,43.13530513,40.12170429,26.2142582,16.89727631,16.15897768,[1.6-1.8),[5.0-6.0),[5.5-5.75),[500-625),[250-500),[0-0.2),[0.1-0.15),[20-21),[30-32),[28-30),[42-46),[40-42),[26-28),[16-17),[16-17),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=TACPAP
TADYEE,1.061,5.05,6.03,1109.477089,1045.557282,0.349557,0.3294,3D,1,85,6,2.5,0.1,0.3,4,2,0.1,3.3549,79.7949,1.031213611,1.055810753,0.222430629,0.140739057,0.258809706,0.637910009,0.007738014,0.00029433,24.52663914,25.11166366,5.290345,3.347372476,6.155593955,15.17220917,0.184042824,0.00700042,0.078313176,1.977790331,1.631380741,30.7,31.4,6.6,4.1,7.7,19,0.2,0,17.06903148,26.20888788,23.77339356,33.88126441,32.13078552,27.52443066,14.07497436,13.76864078,[1.0-1.1),[5.0-6.0),[6.0-6.5),[1000-1200),[1000-1250),[0.3-0.35),[0.3-0.35),[17-18),[26-27),[20-24),[30-36),[30-34),[26-28),[14-16),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=TADYEE
TAGSEB,1.328,3.41,5.15,816.923096,615.254545,0.290048,0.2184,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.935,57.5871,0.65812251,0.585894803,0.124593243,0.086899145,0.16325793,0.311164301,0.004877997,0.000186477,19.58628127,17.43672376,3.708000056,2.586191899,4.858693779,9.26051218,0.145173313,0.005549703,0.090955941,1.959358537,1.596843936,34,30.2,6.4,4.4,8.4,16,0.2,0,17.62465937,27.02123165,24.37679287,36.23099615,33.96225599,28.35030762,14.69766931,14.19093354,[1.3-1.4),[3.4-3.6),[5.0-5.25),[750-875),[500-750),[0.25-0.3),[0.2-0.25),[17-18),[27-28),[24-26),[36-38),[30-34),[28-30),[14-16),[14-15),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=TAGSEB
TAMJEY,1.164,6.72,9.22,1538.64793,1317.816984,0.479302,0.4117,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,3.9636,103.7261,1.250313445,0.906092633,0.21297442,0.092319108,0.194547489,1.29519804,0.011610499,0.000499004,32.7206525,23.7124077,5.573531997,2.415987343,5.09129994,33.89528054,0.303846277,0.013058925,0.081321023,1.772694564,1.423597533,31.5,22.8,5.3,2.3,4.9,32.6,0.2,0,15.54172062,23.42706818,21.41925954,29.33438879,28.43511287,30.81029692,13.35858969,13.42650536,[1.1-1.2),[6.0-7.0),[8.0-10.0),[1400-1600),[1250-1500),[0.45-0.5),[0.4-0.5),[14-16),[20-24),[20-24),[25-30),[25-30),[30-32),[10-14),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=TAMJEY
TANBOZ,1.061,4.25,6.55,2580.577394,2431.249516,0.509672,0.4803,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,0.8632,20.536,0.590925908,0.138793159,0.044018453,0.006292316,0.015407169,0.059206264,0.008223205,0.000331745,14.0585097,3.301979059,1.047227467,0.149698265,0.366546526,1.408555332,0.19563537,0.00789242,0.383002746,1.313778191,1.225205424,68.4,16,5,0.7,1.7,6.8,0.9,0,10.51798225,15.23259772,14.0168847,19.67376806,18.66654584,13.90332034,9.08854789,8.68238223,[1.0-1.1),[4.25-4.5),[6.5-7.0),[2400-2600),[2250-2500),[0.5-0.55),[0.4-0.5),[7-12),[10-20),[0-15),[9-20),[10-20),[10-20),[5-10),[2-10),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=TANBOZ
TAPXIT01,1.578,5.08,5.63,499.666057,316.630286,0.168893,0.107,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.1548,40.8448,0.143942931,0.403352861,0.061446716,0.134579609,0.201078734,0.209338854,0.000976164,4.15E-05,5.091393144,14.26695969,2.173426557,4.760203889,7.112338776,7.404506769,0.03452781,0.001466613,0.025129929,2.735112679,2.007864377,12.4,34.9,5.3,11.6,17.4,18.1,0,0,21.68543075,33.97025876,30.460843,45.83716882,42.77983856,33.45361875,18.1627511,17.42477314,[1.5-1.6),[5.0-6.0),[5.5-5.75),[0-500),[250-500),[0-0.2),[0.1-0.15),[21-22),[32-34),[30-32),[42-46),[42-44),[32-34),[18-19),[17-18),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=TAPXIT01
TAPXIT,1.578,5.2,5.82,519.571052,329.243759,0.176004,0.1115,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.1664,41.2583,0.147499555,0.405255785,0.062233205,0.154286827,0.221980463,0.17418328,0.000983663,2.38E-05,5.217194197,14.33426785,2.201245393,5.457266231,7.851652048,6.161021943,0.034793048,0.000842522,0.025545325,2.713287497,2.08514063,12.6,34.7,5.3,13.2,19,14.9,0,0,21.48208233,33.59029274,30.10482912,45.38975069,42.34444141,32.97671332,17.98062614,17.31767065,[1.5-1.6),[5.0-6.0),[5.75-6.0),[500-625),[250-500),[0-0.2),[0.1-0.15),[21-22),[32-34),[30-32),[42-46),[42-44),[32-34),[17-18),[17-18),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=TAPXIT
TAQGEZ,0.927,8.05,8.25,1771.989382,1911.104399,0.574352,0.6195,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,3.3558,69.742,1.677646695,0.914344057,0.228729012,0.085798768,0.181285809,0.248783443,0.018526805,0.000707395,34.86551677,19.00225961,4.753536742,1.783103904,3.767553339,5.170315858,0.385031389,0.014701363,0.176415003,1.665624692,1.419837021,49.9,27.2,6.8,2.5,5.4,7.4,0.5,0,12.84176932,19.13763348,17.57594488,24.56430324,23.51410857,17.07571806,10.97721262,10.17734539,[0.8-1.0),[8.0-10.0),[8.0-10.0),[1600-1800),[1750-2000),[0.55-0.6),[0.6-0.7),[12-14),[10-20),[15-20),[20-25),[20-25),[10-20),[10-14),[10-12),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=TAQGEZ
TARVOX,1.562,5.33,5.75,820.727244,525.590264,0.222937,0.1427,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,3.1137,108.9811,0.220232577,0.107723623,0.030008487,0.0078062,0.017723457,2.728267056,0.001861336,0.000104947,7.708182649,3.770347578,1.050302836,0.273218507,0.620324399,95.48987274,0.065147106,0.003673178,0.013431705,1.495738282,1.321333682,7,3.4,0.9,0.2,0.5,87.6,0,0,15.76108308,23.79129079,21.51373086,31.86248402,29.73484658,34.32995944,13.95800571,15.43365945,[1.5-1.6),[5.0-6.0),[5.75-6.0),[750-875),[500-750),[0.2-0.25),[0.1-0.15),[14-16),[20-24),[20-24),[30-36),[25-30),[34-36),[10-14),[15-16),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=TARVOX
TARVUD,1.575,5.29,5.76,825.570458,524.04711,0.217774,0.1382,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.5868,91.3399,0.322838268,0.190437139,0.048267095,0.020168638,0.039852722,1.962284309,0.002767801,0.000152989,11.39955032,6.724412696,1.704330733,0.712162796,1.407215805,69.28905563,0.09773217,0.00540209,0.025164842,1.643952416,1.518237915,12.4,7.3,1.8,0.7,1.5,75.8,0.1,0,16.0108179,24.22925346,21.88965109,32.45392727,30.28607167,32.4120811,14.05165267,15.04700495,[1.5-1.6),[5.0-6.0),[5.75-6.0),[750-875),[500-750),[0.2-0.25),[0.1-0.15),[16-17),[24-26),[20-24),[30-36),[30-34),[32-34),[14-16),[15-16),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=TARVUD
TARWAK,1.614,4.77,5.4,768.876539,476.262052,0.203439,0.126,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,1.3065,47.2741,0.400091088,0.32000038,0.069780796,0.051776124,0.088274289,0.372845617,0.003519561,0.000166025,14.4773277,11.5792391,2.525023639,1.873523134,3.194212158,13.49144818,0.127355607,0.006007611,0.077898508,1.910747638,1.759610549,30.6,24.4,5.3,3.9,6.7,28.5,0.2,0,16.17498565,24.48054727,22.11993514,32.86075226,30.66858411,27.84797079,13.89000467,14.11471361,[1.6-1.8),[4.75-5.0),[5.25-5.5),[750-875),[250-500),[0.2-0.25),[0.1-0.15),[16-17),[24-26),[20-24),[30-36),[30-34),[26-28),[10-14),[14-15),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=TARWAK
TARWEO,1.762,5.63,6.13,852.734751,483.888476,0.237429,0.1347,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,3.08,121.6576,0.077358597,0.040566069,0.010860717,0.001557263,0.004294133,2.944707714,0.000618893,4.21E-05,3.055597623,1.602324616,0.428988917,0.061510533,0.169614551,116.3134063,0.024445732,0.001664053,0.004546494,1.556299539,1.087946732,2.5,1.3,0.3,0,0.1,95.6,0,0,15.90639469,24.02069888,21.71841729,31.99345768,29.90263051,39.55240785,14.3632547,16.4690124,[1.6-1.8),[5.0-6.0),[6.0-6.5),[750-875),[250-500),[0.2-0.25),[0.1-0.15),[14-16),[24-26),[20-24),[30-36),[25-30),[36-40),[14-16),[16-17),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=TARWEO
TASXIW,1.106,4.63,6.87,1877.375304,1697.077639,0.577225,0.5219,3D,1,85,6,2.5,0.1,0.3,4,2,0.1,6.187,153.4086,1.954715856,2.139779403,0.464519047,0.267742793,0.598821276,0.747579248,0.013425137,0.000434768,48.46764552,53.05634028,11.51786048,6.638746368,14.84791625,18.53640563,0.332879458,0.010780184,0.081504081,1.919350255,1.3413491,31.5,34.5,7.5,4.3,9.6,12,0.2,0,18.86062696,29.17224019,26.60496095,36.99503546,35.95011955,26.23016696,15.65172946,14.64122751,[1.1-1.2),[4.5-4.75),[6.5-7.0),[1800-2000),[1500-1750),[0.55-0.6),[0.5-0.6),[18-19),[29-30),[26-27),[36-38),[34-36),[26-28),[14-16),[14-15),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=TASXIW
TATPOV,0.933,5.86,8.35,1910.987643,2048.908344,0.640776,0.6867,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,6.1418,128.395,2.120751684,1.8436996,0.406616464,0.28023566,0.530051512,0.940103709,0.019669862,0.000646835,44.33472979,38.54290165,8.500396918,5.858381421,11.08083079,19.65305237,0.411202327,0.013522217,0.093073389,1.889269703,1.586085429,34.5,30,6.6,4.5,8.6,15.3,0.3,0,15.40217779,22.97794604,20.9972587,30.03306641,28.53727049,24.88903716,13.45432972,12.55762468,[0.8-1.0),[5.0-6.0),[8.0-10.0),[1800-2000),[2000-2250),[0.6-0.7),[0.6-0.7),[14-16),[20-24),[20-24),[30-36),[25-30),[24-26),[10-14),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=TATPOV
TEBSAW,1.225,3.51,4.68,863.441899,704.75626,0.348731,0.2846,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,3.9746,109.1464,1.045964451,1.792980441,0.363835081,0.154166058,0.380387271,0.231494036,0.005607069,0.00019344,28.72301331,49.23666478,9.991199849,4.233522198,10.44573612,6.357009801,0.153974563,0.005312024,0.063026008,2.053334665,1.215861329,26.3,45.1,9.1,3.8,9.5,5.8,0.1,0,20.88337077,31.91517682,28.899547,41.72406254,39.85072374,30.07585374,17.56681097,16.91930291,[1.2-1.3),[3.4-3.6),[4.5-4.75),[750-875),[500-750),[0.3-0.35),[0.25-0.3),[20-21),[30-32),[28-30),[41-42),[38-40),[30-32),[17-18),[16-17),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=TEBSAW
TECTUS,1.125,3.1,5.29,1131.830097,1005.810424,0.382731,0.3402,2D,1,85,6,2.5,0.1,0.3,4,2,0.1,5.0215,126.6542,0.414170036,0.302148948,0.067926863,0.05328873,0.099213437,4.080332986,0.004287754,0.000155399,10.44630448,7.620879422,1.713269021,1.344062214,2.502387122,102.9152208,0.108146854,0.003919504,0.015863515,1.853396277,1.611336075,8.2,6,1.3,1,1.9,81.2,0,0,19.33901044,30.0388229,27.01744072,40.39777024,37.82919176,44.33264611,18.25193344,19.77544556,[1.1-1.2),[3.0-3.2),[5.25-5.5),[1000-1200),[1000-1250),[0.35-0.4),[0.3-0.35),[19-20),[30-32),[27-28),[40-41),[36-38),[40-45),[18-19),[19-20),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=TECTUS
TECVEE,1.167,3.38,5.91,1006.721517,862.579018,0.347724,0.2979,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,4.0037,104.7351,0.521233043,0.686046746,0.128876512,0.21859784,0.327094273,2.118090114,0.00362014,0.000155631,13.63519327,17.94663654,3.371344487,5.718409147,8.55662106,55.40816814,0.094701042,0.00407124,0.026412863,2.21803653,2.004906765,13,17.1,3.2,5.4,8.1,52.9,0,0,19.96458382,30.76765515,27.71475412,41.55333102,38.82564024,36.33985539,17.01560818,16.58912261,[1.1-1.2),[3.2-3.4),[5.75-6.0),[1000-1200),[750-1000),[0.3-0.35),[0.25-0.3),[19-20),[30-32),[27-28),[41-42),[38-40),[36-40),[17-18),[16-17),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=TECVEE
TEDGOA,0.691,7.6,8.05,2326.900515,3366.97441,0.744167,1.0769,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,6.0458,93.6501,2.925365479,1.704204677,0.414991327,0.178090107,0.359059377,0.431362206,0.031483089,0.001210609,45.31448305,26.39846355,6.42829676,2.758650559,5.561899926,6.681884886,0.487679198,0.01875257,0.165440564,1.711084634,1.487972057,48.3,28.1,6.8,2.9,5.9,7.1,0.5,0,12.16014388,18.07225911,16.47991712,23.57187356,22.32899375,16.01796333,10.43333069,9.8378782,[0.6-0.8),[7.0-8.0),[8.0-10.0),[2200-2400),[3000-3500),[0.7-0.8),[1.0-1.5),[12-14),[10-20),[15-20),[20-25),[20-25),[10-20),[10-14),[2-10),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=TEDGOA
TEDHAN,0.899,9.26,9.86,1978.130548,2199.714412,0.650853,0.7239,3D,1,85,6,2.5,0.1,0.3,4,2,0.1,3.8832,78.2706,2.001089714,1.024686741,0.269173994,0.059620447,0.183625172,0.324034075,0.020164733,0.000814837,40.33426123,20.65373802,5.425510963,1.201718577,3.701176215,6.531278908,0.406443348,0.016423982,0.187625379,1.586159208,0.974056765,51.5,26.3,6.9,1.5,4.7,8.3,0.5,0,17.78099379,28.13860385,25.40276085,32.79245686,34.64350765,21.42732221,13.78071322,12.67376729,[0.8-1.0),[8.0-10.0),[8.0-10.0),[1800-2000),[2000-2250),[0.6-0.7),[0.7-0.8),[17-18),[28-29),[24-26),[30-36),[34-36),[20-24),[10-14),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=TEDHAN
TEDLUK,1.326,4.21,5.08,481.107474,362.746832,0.230205,0.1736,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,2.5067,74.5188,1.22639868,0.552467283,0.138441208,0.180413036,0.270230488,0.133744061,0.004904118,0.000137317,36.45768165,16.42343282,4.115501405,5.363215995,8.03325807,3.975867292,0.145786829,0.00408209,0.169036129,1.662761433,2.00287951,48.9,22,5.5,7.1,10.7,5.3,0.1,0,25.83802085,35.00314929,31.94959243,47.04384504,44.07929402,30.14942464,21.19453396,19.38921361,[1.3-1.4),[4.0-4.25),[5.0-5.25),[0-500),[250-500),[0.2-0.25),[0.15-0.2),[24-30),[34-36),[30-32),[46-50),[44-46),[30-32),[21-22),[19-20),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=TEDLUK
TEHRUU,1.553,3.46,4.38,907.22097,584.144284,0.321876,0.2072,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,6.1492,214.0578,0.014742985,0.001813462,0.000617505,2.54E-05,0.000125454,6.131545052,0.000309485,2.78E-05,0.513212551,0.063127761,0.021495725,0.000883619,0.004367116,213.4429281,0.010773351,0.000968582,0.000424113,1.223649458,0.607004189,0.2,0,0,0,0,99.7,0,0,20.03899451,30.5086804,28.72064052,34.69826738,34.85649193,55.25793089,18.51814396,24.58999597,[1.5-1.6),[3.4-3.6),[4.25-4.5),[875-1000),[500-750),[0.3-0.35),[0.2-0.25),[20-21),[30-32),[28-30),[30-36),[34-36),[50-60),[18-19),[22-26),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=TEHRUU
TEJGEW,1.922,3.43,4.14,789.436153,410.830191,0.276343,0.1437,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,3.8217,164.5981,0.03632698,0.012240286,0.003654507,0.000327699,0.001119026,3.767608468,0.000358344,1.79E-05,1.564598284,0.527187513,0.157399138,0.014113937,0.0481963,162.2704057,0.015433828,0.000769262,0.001693551,1.395569696,0.878528191,0.9,0.3,0,0,0,98.5,0,0,19.18099292,28.92914235,26.43894487,37.19621469,35.56565548,66.74444803,18.78013025,25.39682464,[1.8-2.0),[3.4-3.6),[4.0-4.25),[750-875),[250-500),[0.25-0.3),[0.1-0.15),[19-20),[28-29),[26-27),[36-38),[34-36),[60-70),[18-19),[22-26),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=TEJGEW
TEJGIA01,1.883,3.47,4.09,789.137666,419.024332,0.274056,0.1455,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,3.9783,167.9302,0.015267762,0.00310206,0.001041428,6.00E-05,0.000223382,3.958381874,0.00019771,1.63E-05,0.644477559,0.130943115,0.043960399,0.0025312,0.009429328,167.0898686,0.008345683,0.000687387,0.000679863,1.241108602,0.805317436,0.3,0,0,0,0,99.4,0,0,19.1230782,28.75710126,26.38149119,36.91119434,35.38045749,73.09242162,19.57790537,28.39551413,[1.8-2.0),[3.4-3.6),[4.0-4.25),[750-875),[250-500),[0.25-0.3),[0.1-0.15),[19-20),[28-29),[26-27),[36-38),[34-36),[70-112],[19-20),[26-30),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=TEJGIA01
TEJGIA,1.88,3.47,4.18,799.834739,425.430851,0.274251,0.1458,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,3.9855,167.9458,0.018043945,0.004530863,0.001443937,8.99E-05,0.000334882,3.96078984,0.000218209,1.36E-05,0.760364212,0.190928636,0.060846898,0.00378628,0.014111766,166.9060115,0.009195252,0.00057319,0.000802593,1.307438819,0.804919651,0.4,0.1,0,0,0,99.3,0,0,19.09700434,28.76167096,26.33666115,36.81851371,35.30124542,74.05111248,19.54154739,28.39153929,[1.8-2.0),[3.4-3.6),[4.0-4.25),[750-875),[250-500),[0.25-0.3),[0.1-0.15),[19-20),[28-29),[26-27),[36-38),[34-36),[70-112],[19-20),[26-30),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=TEJGIA
TEJLOL,1.259,5.05,6.16,1600.712138,1271.441865,0.472719,0.3754,1D,1,85,6,2.5,0.1,0.3,4,2,0.1,4.1313,116.5784,1.300902428,1.204021556,0.273067659,0.128735926,0.285485105,0.928699751,0.009990243,0.000355258,36.70965919,33.97581558,7.705589958,3.63274899,8.055993043,26.20661675,0.281910779,0.010024896,0.081110312,1.837184421,1.352812361,31.4,29.1,6.6,3.1,6.9,22.4,0.2,0,17.64205501,26.0598043,24.14577831,32.19321748,31.56337581,27.75432948,15.04931337,13.93685434,[1.2-1.3),[5.0-6.0),[6.0-6.5),[1600-1800),[1250-1500),[0.45-0.5),[0.35-0.4),[17-18),[26-27),[24-26),[30-36),[30-34),[26-28),[14-16),[12-14),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=TEJLOL
TENLIJ,1.144,3.74,5.13,1039.354863,908.309817,0.406827,0.3556,2D,1,85,6,2.5,0.1,0.3,4,2,0.1,3.3516,85.9614,0.74039365,1.147150646,0.201367933,0.363580165,0.576127405,0.317988461,0.004859475,0.000153216,18.98940808,29.42179709,5.164628109,9.325001794,14.77635362,8.155678593,0.124634435,0.00392965,0.050036894,2.373662123,1.89322793,22,34.2,6,10.8,17.1,9.4,0.1,0,20.89293017,32.34316197,29.1944735,43.13127196,40.60427542,28.80070472,17.49793744,16.63491368,[1.1-1.2),[3.6-3.8),[5.0-5.25),[1000-1200),[750-1000),[0.4-0.45),[0.35-0.4),[20-21),[32-34),[28-30),[42-46),[40-42),[28-30),[17-18),[16-17),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=TENLIJ
